Rank,Name,Country,Inns,Not out,BattingAverage,run_against,total_out,others_avg,Norm_avg,ROO Score
2554,Gary Gilmour,Australia,22,1,23,14929,424,35.21,-12.21,-256.41
2555,Sajid Khan,Pakistan,14,1,14.07,9501,281,33.81,-19.74,-256.64
2556,Jermaine Blackwood,West Indies,102,6,30.18,45580,1387,32.86,-2.68,-257.50
2557,Joshua Da Silva,West Indies,59,9,24.76,26292,879,29.91,-5.15,-257.56
2558,Marlon Black,West Indies,11,3,2.62,6550,188,34.84,-32.22,-257.76
2559,Nantie Hayward,South Africa,17,8,7.33,15235,422,36.10,-28.77,-258.95
2560,Paul Reiffel,Australia,50,14,26.52,29434,873,33.72,-7.20,-259.05
2561,Bruce French,England,21,4,18.11,12516,375,33.38,-15.27,-259.52
2562,Mohammad Akram,Pakistan,15,6,2.66,8496,269,31.58,-28.92,-260.31
2563,Rizwan Uz Zaman,Pakistan,19,1,19.16,10123,301,33.63,-14.47,-260.48
2564,Roy Tattersall,England,17,7,5,13322,429,31.05,-26.05,-260.54
2565,Shai Hope,West Indies,72,3,25.01,26691,927,28.79,-3.78,-261.02
2566,Varun Aaron,India,14,5,3.88,9214,280,32.91,-29.03,-261.24
2567,Schofield Haigh,England,18,3,7.53,7714,308,25.05,-17.52,-262.73
2568,Geoff Marsh,Australia,93,7,33.18,40768,1125,36.24,-3.06,-263.01
2569,Raqibul Hasan,Bangladesh,18,1,19.76,9305,264,35.25,-15.49,-263.27
2570,Jeff Jones,England,17,9,4.75,14687,390,37.66,-32.91,-263.27
2571,Bobby Peel,England,33,4,14.72,12666,532,23.81,-9.09,-263.56
2572,Kerry O Keeffe,Australia,34,9,25.76,23498,647,36.32,-10.56,-263.96
2573,Manny Martindale,West Indies,14,3,5.27,8116,277,29.30,-24.03,-264.33
2574,John Dyson,Australia,58,7,26.64,23932,752,31.82,-5.18,-264.41
2575,Matthew Potts,England,13,3,8.6,10793,308,35.04,-26.44,-264.42
2576,Peter Moor,Ireland,12,0,13.91,13379,372,35.97,-22.06,-264.66
2577,Brendon Bracewell,New Zealand,12,2,2.4,5863,203,28.88,-26.48,-264.82
2578,Eddie Hemmings,England,21,4,22.52,15877,415,38.26,-15.74,-267.54
2579,Murphy Su A,New Zealand,18,5,12.69,12035,361,33.34,-20.65,-268.42
2580,Lakshan Sandakan,Sri Lanka,17,6,10.63,11746,335,35.06,-24.43,-268.76
2581,Tim Bresnan,England,26,4,26.13,22479,586,38.36,-12.23,-269.06
2582,Simon Jones,England,18,5,15.76,18166,498,36.48,-20.72,-269.33
2583,Jimmy Blanckenberg,South Africa,30,7,19.78,14142,449,31.50,-11.72,-269.48
2584,Eddo Brandes,Zimbabwe,15,3,10.08,8982,276,32.54,-22.46,-269.56
2585,George Lohmann,England,26,2,8.87,9639,479,20.12,-11.25,-270.08
2586,Jim Parks,England,68,7,32.16,40841,1116,36.60,-4.44,-270.59
2587,Geoff Cook,England,13,0,15.61,7656,210,36.46,-20.85,-271.01
2588,Jack Hearne,England,18,4,9,9872,348,28.37,-19.37,-271.15
2589,Shabbir Ahmed,Pakistan,15,5,8.8,10919,304,35.92,-27.12,-271.18
2590,Nick Knight,England,30,0,23.96,13928,422,33.00,-9.04,-271.34
2591,Ossie Dawson,South Africa,15,1,20.92,10398,258,40.30,-19.38,-271.35
2592,John Sparling,New Zealand,20,2,12.72,7842,282,27.81,-15.09,-271.59
2593,Barry Wood,England,21,0,21.61,10957,317,34.56,-12.95,-272.05
2594,Alex Moir,New Zealand,30,8,14.86,11109,408,27.23,-12.37,-272.09
2595,Narsingh Deonarine,West Indies,30,2,25.89,16595,466,35.61,-9.72,-272.20
2596,Kyle Jamieson,New Zealand,26,4,19.63,16589,518,32.03,-12.40,-272.69
2597,Peter Nevill,Australia,23,2,22.28,16158,458,35.28,-13.00,-272.99
2598,Lawrie Miller,New Zealand,25,0,13.84,8272,334,24.77,-10.93,-273.16
2599,Duanne Olivier,South Africa,21,10,6,14003,454,30.84,-24.84,-273.28
2600,Wayne Larkins,England,25,1,20.54,10873,340,31.98,-11.44,-274.55
2601,Adnan Akmal,Pakistan,29,5,24.62,20538,569,36.09,-11.47,-275.40
2602,Tushar Imran,Bangladesh,10,0,8.9,5291,145,36.49,-27.59,-275.90
2603,Narendra Hirwani,India,22,12,5.4,15216,461,33.01,-27.61,-276.07
2604,Habibul Bashar,Bangladesh,99,1,30.87,35170,1044,33.69,-2.82,-276.14
2605,Eric Petrie,New Zealand,25,5,12.9,9305,348,26.74,-13.84,-276.77
2606,Syd Curnow,South Africa,14,0,12,6528,205,31.84,-19.84,-277.81
2607,Haseeb Ahsan,Pakistan,16,7,6.77,12195,324,37.64,-30.87,-277.82
2608,Andrew Hall,South Africa,33,4,26.2,19791,553,35.79,-9.59,-278.06
2609,Ernie Mccormick,Australia,14,5,6,12186,330,36.93,-30.93,-278.35
2610,Damien Fleming,Australia,19,3,19.06,18619,510,36.51,-17.45,-279.17
2611,Asoka De Silva,Sri Lanka,16,4,15.41,10414,269,38.71,-23.30,-279.65
2612,Jayananda Warnaweera,Sri Lanka,12,3,4.33,9206,260,35.41,-31.08,-279.70
2613,Imran Khan,Pakistan,10,3,2.28,12691,300,42.30,-40.02,-280.16
2614,Adam Huckle,Zimbabwe,14,3,6.72,7927,246,32.22,-25.50,-280.54
2615,Chetan Sharma,India,27,9,22,20432,543,37.63,-15.63,-281.30
2616,Graeme Labrooy,Sri Lanka,14,3,14.36,9950,249,39.96,-25.60,-281.60
2617,James Vince,England,22,0,24.9,12856,341,37.70,-12.80,-281.62
2618,Percy Chapman,England,36,4,28.9,22856,606,37.72,-8.82,-282.12
2619,Cuan Mccarthy,South Africa,24,15,3.11,14005,406,34.50,-31.39,-282.47
2620,Naimur Rahman,Bangladesh,15,1,15,7530,214,35.19,-20.19,-282.62
2621,Craig Spearman,New Zealand,37,2,26.34,17074,496,34.42,-8.08,-282.92
2622,Tip Snooke,South Africa,46,1,22.4,18939,660,28.70,-6.30,-283.30
2623,John Price,England,15,6,7.33,14825,382,38.81,-31.48,-283.31
2624,Dick Lilley,England,52,8,20.52,24350,903,26.97,-6.45,-283.61
2625,Surendra Nath,India,20,7,10.46,9700,300,32.33,-21.87,-284.35
2626,Brian Murphy,Zimbabwe,15,3,10.25,10015,295,33.95,-23.70,-284.39
2627,Bhuvneshwar Kumar,India,29,4,22.08,18038,539,33.47,-11.39,-284.64
2628,Najmul Hossain Shanto,Bangladesh,63,1,28.48,26658,806,33.07,-4.59,-284.86
2629,Wriddhiman Saha,India,56,10,29.41,35078,985,35.61,-6.20,-285.30
2630,Saif Hassan,Bangladesh,11,0,14.45,7232,179,40.40,-25.95,-285.47
2631,Gladstone Small,England,24,7,15.47,14684,455,32.27,-16.80,-285.64
2632,Charlie Llewellyn,South Africa,28,1,20.14,12046,392,30.73,-10.59,-285.92
2633,Sajid Mahmood,England,11,1,8.1,8550,233,36.70,-28.60,-285.95
2634,Chris Tremlett,England,15,4,10.27,12192,336,36.29,-26.02,-286.17
2635,Robbie Hart,New Zealand,19,3,16.25,10247,300,34.16,-17.91,-286.51
2636,Mluleki Nkala,Zimbabwe,15,2,14.38,10272,282,36.43,-22.05,-286.59
2637,Gul Mohammad,India,15,0,11.06,7735,256,30.21,-19.15,-287.32
2638,Sandy Bell,South Africa,23,12,6.27,13805,426,32.41,-26.14,-287.50
2639,Jack Badcock,Australia,12,1,14.54,8148,200,40.74,-26.20,-288.20
2640,Jack Cheetham,South Africa,43,6,23.86,18904,597,31.66,-7.80,-288.78
2641,Sanuar Hossain,Bangladesh,18,0,19.16,7887,224,35.21,-16.05,-288.90
2642,Evan Gray,New Zealand,16,0,15.5,9065,270,33.57,-18.07,-289.19
2643,Mike Shrimpton,New Zealand,19,0,13.94,7964,273,29.17,-15.23,-289.41
2644,Khurram Manzoor,Pakistan,30,1,28.17,15911,417,38.16,-9.99,-289.59
2645,Bob Crisp,South Africa,13,1,10.25,8983,261,34.42,-24.17,-290.01
2646,Richard Ellison,England,16,1,13.46,10068,307,32.79,-19.33,-290.02
2647,Mike Findlay,West Indies,16,3,16.3,10879,281,38.72,-22.42,-291.40
2648,Soumya Sarkar,Bangladesh,30,0,27.7,15195,406,37.43,-9.73,-291.78
2649,Hamish Rutherford,New Zealand,29,1,26.96,15366,411,37.39,-10.43,-291.95
2650,Jayasinghrao Ghorpade,India,15,0,15.26,8614,248,34.73,-19.47,-292.11
2651,Merv Wallace,New Zealand,21,0,20.9,10861,312,34.81,-13.91,-292.13
2652,Dion Nash,New Zealand,45,14,23.51,25728,781,32.94,-9.43,-292.40
2653,Alimuddin,Pakistan,45,2,25.37,18949,589,32.17,-6.80,-292.46
2654,Ruwan Kalpage,Sri Lanka,18,2,18.37,10922,298,36.65,-18.28,-292.50
2655,Geoff Miller,England,51,4,25.8,25556,798,32.03,-6.23,-292.58
2656,Carl Rackemann,Australia,14,4,5.3,10852,314,34.56,-29.26,-292.61
2657,Hamilton Masakadza,Zimbabwe,76,2,30.04,30255,890,33.99,-3.95,-292.62
2658,Kuldeep Yadav,India,17,2,13.26,12465,380,32.80,-19.54,-293.14
2659,Pubudu Dassanayake,Sri Lanka,17,2,13.06,9082,278,32.67,-19.61,-294.14
2660,Colin Blythe,England,31,12,9.63,13337,531,25.12,-15.49,-294.25
2661,Winston Benjamin,West Indies,26,1,18.8,16178,529,30.58,-11.78,-294.56
2662,Johnny Briggs,England,50,5,18.11,20967,850,24.67,-6.56,-295.07
2663,Roger Harper,West Indies,32,3,18.44,18172,635,28.62,-10.18,-295.14
2664,Roger Binny,India,41,5,23.05,20970,671,31.25,-8.20,-295.27
2665,Brian Chari,Zimbabwe,14,0,18.14,8514,217,39.24,-21.10,-295.33
2666,Frederick Spofforth,Australia,29,6,9.43,10537,473,22.28,-12.85,-295.48
2667,Blair Hartland,New Zealand,18,0,16.83,8507,255,33.36,-16.53,-297.55
2668,Lindsay Tuckett,South Africa,14,3,11.9,10643,273,38.99,-27.09,-297.94
2669,Robert Christiani,West Indies,37,3,26.35,21035,599,35.12,-8.77,-298.07
2670,Shoaib Bashir,England,23,12,6.9,14737,433,34.03,-27.13,-298.48
2671,Regis Chakabva,Zimbabwe,43,4,27.2,20058,575,34.88,-7.68,-299.66
2672,Ravi Ratnayeke,Sri Lanka,38,6,25.21,18058,522,34.59,-9.38,-300.28
2673,Greville Stevens,England,17,0,15.47,9560,287,33.31,-17.84,-303.28
2674,Robiul Islam,Bangladesh,17,6,9,10243,280,36.58,-27.58,-303.40
2675,Shujauddin,Pakistan,32,6,15.19,12977,483,26.87,-11.68,-303.61
2676,Bruce Pairaudeau,West Indies,21,0,21.61,12446,345,36.08,-14.47,-303.77
2677,Yamin Ahmadzai,Afghanistan,13,0,4.15,5562,202,27.53,-23.38,-304.00
2678,Ivan Barrow,West Indies,19,2,16.23,9897,290,34.13,-17.90,-304.26
2679,Neil Fairbrother,England,15,1,15.64,8901,238,37.40,-21.76,-304.63
2680,Motganhalli Jaisimha,India,71,4,30.68,32903,934,35.23,-4.55,-304.72
2681,Mark Dekker,Zimbabwe,22,1,15.85,9966,328,30.38,-14.53,-305.22
2682,Frank Mooney,New Zealand,22,2,17.15,11836,365,32.43,-15.28,-305.55
2683,Vusi Sibanda,Zimbabwe,28,0,21.1,12453,389,32.01,-10.91,-305.56
2684,Steve Rixon,Australia,24,3,18.76,12860,386,33.32,-14.56,-305.68
2685,Michael Bracewell,New Zealand,14,1,19.92,10610,244,43.48,-23.56,-306.33
2686,Michael Papps,New Zealand,16,1,16.4,8451,229,36.90,-20.50,-307.56
2687,C S Nayudu,India,19,3,9.18,8440,297,28.42,-19.24,-307.80
2688,Charlie Turner,Australia,32,4,11.53,10361,460,22.52,-10.99,-307.83
2689,Frank Tyson,England,24,3,10.95,11585,452,25.63,-14.68,-308.29
2690,Akram Khan,Bangladesh,16,0,16.18,7490,211,35.50,-19.32,-309.08
2691,David Williams,West Indies,19,1,13.44,9348,305,30.65,-17.21,-309.77
2692,Thilan Thushara,Sri Lanka,14,3,8.54,10758,293,36.72,-28.18,-309.94
2693,Matthew Hart,New Zealand,24,4,17.65,12275,370,33.18,-15.53,-310.51
2694,Tom Richardson,England,24,8,11.06,12377,406,30.49,-19.43,-310.80
2695,Pragyan Ojha,India,27,17,8.9,24469,612,39.98,-31.08,-310.82
2696,Vasbert Drakes,West Indies,20,2,21.44,13562,350,38.75,-17.31,-311.55
2697,Irfan Pathan,India,40,5,31.57,28939,715,40.47,-8.90,-311.64
2698,Mick Commaille,South Africa,22,1,16.9,9592,302,31.76,-14.86,-312.09
2699,Arthur Jones,England,21,0,13.85,9795,341,28.72,-14.87,-312.36
2700,Prior Jones,West Indies,11,2,5.22,10459,261,40.07,-34.85,-313.68
2701,Matthew Bell,New Zealand,32,2,24.3,15304,440,34.78,-10.48,-314.45
2702,Al Sahariar,Bangladesh,30,0,22.76,11620,349,33.30,-10.54,-316.05
2703,Tim Mcintosh,New Zealand,33,2,27.54,17701,469,37.74,-10.20,-316.26
2704,Mike Whitney,Australia,19,8,6.18,12446,356,34.96,-28.78,-316.59
2705,Shadman Islam,Bangladesh,39,2,24.94,16385,489,33.51,-8.57,-316.98
2706,Tony Macgibbon,New Zealand,46,5,19.85,17487,634,27.58,-7.73,-317.01
2707,Roston Chase,West Indies,90,4,26.33,37464,1248,30.02,-3.69,-317.27
2708,Lakshmipathy Balaji,India,9,0,5.66,10821,264,40.99,-35.33,-317.96
2709,Aminul Islam,Bangladesh,26,1,21.2,10279,303,33.92,-12.72,-318.10
2710,Sohag Gazi,Bangladesh,16,1,21.66,12441,290,42.90,-21.24,-318.60
2711,John Murray,England,28,5,22,18467,515,35.86,-13.86,-318.74
2712,Gary Troup,New Zealand,18,6,4.58,12318,395,31.18,-26.60,-319.26
2713,Liam Plunkett,England,20,5,15.86,13641,367,37.17,-21.31,-319.63
2714,Enamul Haque,Bangladesh,19,4,12,8865,266,33.33,-21.33,-319.91
2715,Ken Cranston,England,14,0,14.92,9184,243,37.79,-22.87,-320.24
2716,Adrian Barath,West Indies,28,0,23.46,14210,407,34.91,-11.45,-320.71
2717,Anamul Haque,Bangladesh,10,0,10,6588,156,42.23,-32.23,-322.31
2718,Ciss Parkin,England,16,3,12.3,10574,285,37.10,-24.80,-322.42
2719,Paul Jarvis,England,15,2,10.15,9074,259,35.03,-24.88,-323.50
2720,Colin Croft,West Indies,37,22,10.53,22022,686,32.10,-21.57,-323.58
2721,Datta Gaekwad,India,20,1,18.42,10828,305,35.50,-17.08,-324.55
2722,Percy Mansell,South Africa,22,2,17.75,12474,367,33.99,-16.24,-324.78
2723,Ross Morgan,New Zealand,34,1,22.24,15797,492,32.11,-9.87,-325.63
2724,Frank Laver,Australia,23,6,11.52,12519,408,30.68,-19.16,-325.79
2725,Graeme Hick,England,114,6,31.32,49896,1453,34.34,-3.02,-326.16
2726,Ian Smith,South Africa,16,6,3.9,9892,270,36.64,-32.74,-327.37
2727,Cyril Vincent,South Africa,38,12,20.23,21008,640,32.83,-12.60,-327.47
2728,Bryan Yuile,New Zealand,33,6,17.81,13178,440,29.95,-12.14,-327.78
2729,Mohammad Mithun,Bangladesh,18,0,18.5,9436,257,36.72,-18.22,-327.89
2730,Kyle Jarvis,Zimbabwe,24,10,9.14,12157,371,32.77,-23.63,-330.79
2731,Noman Ali,Pakistan,24,4,18.1,15870,458,34.65,-16.55,-331.01
2732,Daniel Flynn,New Zealand,45,5,25.95,20045,585,34.26,-8.31,-332.60
2733,Alan Davidson,Australia,61,7,24.59,34041,1107,30.75,-6.16,-332.68
2734,Percy Fender,England,21,1,19,12190,342,35.64,-16.64,-332.87
2735,Barry Knight,England,38,7,26.19,25390,687,36.96,-10.77,-333.80
2736,Peter Fulton,New Zealand,39,1,25.44,18877,551,34.26,-8.82,-335.14
2737,Don Kenyon,England,15,0,12.8,8189,233,35.15,-22.35,-335.19
2738,Ken James,New Zealand,13,2,4.72,9080,258,35.19,-30.47,-335.21
2739,Athol Rowan,South Africa,23,6,17.05,15225,414,36.78,-19.73,-335.33
2740,Jamie How,New Zealand,35,1,22.7,14850,456,32.57,-9.87,-335.44
2741,Aunshuman Gaekwad,India,70,4,30.07,31743,903,35.15,-5.08,-335.47
2742,Asif Mujtaba,Pakistan,41,3,24.42,19260,579,33.26,-8.84,-336.08
2743,Imran Tahir,South Africa,23,9,9.28,17675,531,33.29,-24.01,-336.09
2744,Chandika Hathurusinghe,Sri Lanka,44,1,29.62,23347,623,37.48,-7.86,-337.77
2745,George Francis,West Indies,18,4,5.78,8045,269,29.91,-24.13,-337.78
2746,Sammy Carter,Australia,47,9,22.97,24239,760,31.89,-8.92,-339.09
2747,Paul Allott,England,18,3,14.2,13037,353,36.93,-22.73,-340.98
2748,Eknath Solkar,India,48,6,25.42,22507,671,33.54,-8.12,-341.14
2749,Keith Boyce,West Indies,30,3,24.33,20184,546,36.97,-12.64,-341.20
2750,Matt Horne,New Zealand,65,2,28.38,27927,826,33.81,-5.43,-342.09
2751,Jayden Seales,West Indies,30,14,7.75,14044,482,29.14,-21.39,-342.19
2752,Theunis De Bruyn,South Africa,25,1,19.5,12469,369,33.79,-14.29,-342.99
2753,Ewart Astill,England,15,0,12.66,10125,285,35.53,-22.87,-342.99
2754,Malcolm Waller,Zimbabwe,28,1,21.37,13174,386,34.13,-12.76,-344.51
2755,Peter Such,England,16,5,6.09,11637,311,37.42,-31.33,-344.61
2756,Zunaed Siddique,Bangladesh,37,0,26.18,16839,474,35.53,-9.35,-345.78
2757,Ajantha Mendis,Sri Lanka,19,6,16.38,19912,463,43.01,-26.63,-346.14
2758,Tendai Chatara,Zimbabwe,18,3,6.26,9135,310,29.47,-23.21,-348.12
2759,George Geary,England,20,4,15.56,13748,368,37.36,-21.80,-348.78
2760,Eric Freeman,Australia,18,0,19.16,12338,320,38.56,-19.40,-349.13
2761,Yuvraj Singh,India,62,6,33.92,38084,948,40.17,-6.25,-350.17
2762,John Morrison,New Zealand,29,0,22.62,13948,402,34.70,-12.08,-350.22
2763,Frank Hayes,England,17,1,15.25,9182,247,37.17,-21.92,-350.79
2764,Miguel Cummins,West Indies,22,7,7.6,11795,380,31.04,-23.44,-351.59
2765,Lala Amarnath,India,40,4,24.38,19307,565,34.17,-9.79,-352.50
2766,Hugh Trumble,Australia,57,14,19.79,23771,848,28.03,-8.24,-354.40
2767,Tim May,Australia,28,12,14.06,22457,620,36.22,-22.16,-354.58
2768,Vic Pollard,New Zealand,59,7,24.34,24181,776,31.16,-6.82,-354.70
2769,Willie Watson,New Zealand,18,6,5,14327,413,34.69,-29.69,-356.28
2770,Shoriful Islam,Bangladesh,19,4,9.6,11787,353,33.39,-23.79,-356.86
2771,Don Tallon,Australia,26,3,17.13,17851,546,32.69,-15.56,-357.98
2772,Abdur Razzak,Bangladesh,22,6,15.5,13131,346,37.95,-22.45,-359.21
2773,Boeta Dippenaar,South Africa,62,5,30.14,32187,883,36.45,-6.31,-359.78
2774,Mushfiqur Rahman,Bangladesh,19,2,13.64,9057,260,34.83,-21.19,-360.31
2775,Donald Tiripano,Zimbabwe,31,7,22.12,15635,421,37.14,-15.02,-360.43
2776,Andy Whittall,Zimbabwe,18,3,7.6,8797,278,31.64,-24.04,-360.66
2777,Abey Kuruvilla,India,11,1,6.6,10158,238,42.68,-36.08,-360.81
2778,Guy Whittall,Zimbabwe,82,7,29.42,35396,1034,34.23,-4.81,-360.91
2779,Trevor Gripper,Zimbabwe,38,1,21.86,14981,473,31.67,-9.81,-363.06
2780,Ken Higgs,England,19,3,11.56,13818,403,34.29,-22.73,-363.65
2781,David Murray,West Indies,31,3,21.46,16410,476,34.47,-13.01,-364.41
2782,Noel Mcgregor,New Zealand,47,2,19.82,17734,635,27.93,-8.11,-364.84
2783,Khokhan Sen,India,18,4,11.78,13169,347,37.95,-26.17,-366.39
2784,George Duckworth,England,28,12,14.62,22104,589,37.53,-22.91,-366.53
2785,Kyle Abbott,South Africa,14,0,6.78,10058,303,33.19,-26.41,-369.81
2786,Jack Ikin,England,31,2,20.89,14878,442,33.66,-12.77,-370.35
2787,David Capel,England,25,1,15.58,11291,364,31.02,-15.44,-370.54
2788,Bob Holland,Australia,15,4,3.18,11107,298,37.27,-34.09,-375.01
2789,Syd Gregory,Australia,100,7,24.53,38475,1347,28.56,-4.03,-375.11
2790,Elton Chigumbura,Zimbabwe,27,0,21.07,13012,372,34.98,-13.91,-375.53
2791,David Richardson,South Africa,64,8,24.26,32672,1055,30.97,-6.71,-375.69
2792,Mike Smith,England,78,6,31.63,41533,1127,36.85,-5.22,-376.03
2793,Jack Blackham,Australia,62,11,15.68,20754,900,23.06,-7.38,-376.38
2794,Gulabrai Ramchand,India,53,5,24.58,24788,764,32.45,-7.87,-377.52
2795,Mitchell Santner,New Zealand,43,2,26,26629,756,35.22,-9.22,-378.17
2796,Shahid Nazir,Pakistan,19,3,12.12,14542,405,35.91,-23.79,-380.58
2797,Aakash Chopra,India,19,0,23,12974,301,43.10,-20.10,-381.96
2798,Inshan Ali,West Indies,18,2,10.75,12413,358,34.67,-23.92,-382.77
2799,Wallis Mathias,Pakistan,36,3,23.72,17699,501,35.33,-11.61,-383.04
2800,Gubby Allen,England,33,2,24.19,22303,610,36.56,-12.37,-383.54
2801,Rajin Saleh,Bangladesh,46,2,25.93,18711,540,34.65,-8.72,-383.68
2802,Shaminda Eranga,Sri Lanka,26,11,12.86,19882,517,38.46,-25.60,-383.95
2803,Bert Hopkins,Australia,33,2,16.41,15018,521,28.83,-12.42,-384.88
2804,Peter Pollock,South Africa,41,13,21.67,26680,753,35.43,-13.76,-385.32
2805,Runako Morton,West Indies,27,1,22.03,13713,372,36.86,-14.83,-385.66
2806,Brian Taber,Australia,27,5,16.04,15444,460,33.57,-17.53,-385.75
2807,Artie Dick,New Zealand,30,4,14.23,13671,470,29.09,-14.86,-386.29
2808,Matt Poore,New Zealand,24,1,15.43,10787,334,32.30,-16.87,-387.93
2809,Zak Crawley,England,97,2,30.51,43825,1266,34.62,-4.11,-390.16
2810,Chandu Sarwate,India,17,1,13,9084,242,37.54,-24.54,-392.60
2811,Martin Snedden,New Zealand,30,8,14.86,19175,585,32.78,-17.92,-394.19
2812,Peter Heine,South Africa,24,3,9.95,11726,408,28.74,-18.79,-394.59
2813,Sid Pegler,South Africa,28,5,15.47,12967,397,32.66,-17.19,-395.43
2814,Nana Joshi,India,20,1,10.89,11214,353,31.77,-20.88,-396.68
2815,Craig White,England,50,7,24.46,24192,717,33.74,-9.28,-399.07
2816,Chris Pringle,New Zealand,21,4,10.29,13178,390,33.79,-23.50,-399.50
2817,Alan Hurst,Australia,20,3,6,10379,349,29.74,-23.74,-403.57
2818,Shane Shillingford,West Indies,26,6,13.3,14167,423,33.49,-20.19,-403.83
2819,Jehan Mubarak,Sri Lanka,23,1,17.5,13321,371,35.91,-18.41,-404.92
2820,Roy Gilchrist,West Indies,14,3,5.45,14709,348,42.27,-36.82,-404.99
2821,Johnny Hayes,New Zealand,22,7,4.86,11907,373,31.92,-27.06,-405.93
2822,Blair Pocock,New Zealand,29,0,22.93,13671,370,36.95,-14.02,-406.54
2823,Neville Quinn,South Africa,18,3,6,10567,319,33.13,-27.13,-406.88
2824,Jeff Crowe,New Zealand,65,4,26.24,28881,877,32.93,-6.69,-408.19
2825,Mehrab Hossain,Bangladesh,18,0,13.38,8116,225,36.07,-22.69,-408.44
2826,Ramesh Mendis,Sri Lanka,22,1,18.09,15264,406,37.60,-19.51,-409.63
2827,Bob Cunis,New Zealand,31,8,12.82,16342,533,30.66,-17.84,-410.33
2828,Ian Salisbury,England,25,3,16.72,14408,407,35.40,-18.68,-410.97
2829,Robert Croft,England,34,8,16.19,17436,544,32.05,-15.86,-412.40
2830,Gil Langley,Australia,37,12,14.96,22129,703,31.48,-16.52,-412.95
2831,David O Sullivan,New Zealand,21,4,9.29,10685,318,33.60,-24.31,-413.28
2832,Russel Arnold,Sri Lanka,69,4,28.01,33822,983,34.41,-6.40,-415.80
2833,Reggie Schwarz,South Africa,35,8,13.85,16038,548,29.27,-15.42,-416.24
2834,Adil Rashid,England,33,5,19.28,18738,548,34.19,-14.91,-417.58
2835,Buster Nupen,South Africa,31,7,14.5,14961,469,31.90,-17.40,-417.59
2836,Saleem Elahi,Pakistan,24,1,18.95,12361,333,37.12,-18.17,-417.91
2837,Suresh Raina,India,31,2,26.48,18446,451,40.90,-14.42,-418.19
2838,Ryan Harris,Australia,39,11,21.53,26792,734,36.50,-14.97,-419.20
2839,Trevor Franklin,New Zealand,37,1,23,16699,482,34.65,-11.65,-419.23
2840,Champaka Ramanayake,Sri Lanka,24,9,9.53,15858,422,37.58,-28.05,-420.72
2841,Frank King,West Indies,17,3,8.28,14917,387,38.55,-30.27,-423.71
2842,Ryan Sidebottom,England,31,11,15.65,20050,544,36.86,-21.21,-424.13
2843,Ken Farnes,England,17,5,4.83,15656,389,40.25,-35.42,-425.00
2844,Saleem Altaf,Pakistan,31,12,14.52,21035,570,36.90,-22.38,-425.29
2845,Louis Stricker,South Africa,24,0,14.33,11446,357,32.06,-17.73,-425.56
2846,Kris Srikkanth,India,72,3,29.88,33533,930,36.06,-6.18,-426.21
2847,Khaled Mahmud,Bangladesh,23,1,12.09,9882,313,31.57,-19.48,-428.60
2848,Grant Flower,Zimbabwe,123,6,29.54,48280,1454,33.20,-3.66,-428.80
2849,Chud Langton,South Africa,23,4,15.68,14653,383,38.26,-22.58,-428.99
2850,Ken Viljoen,South Africa,50,2,28.43,24032,643,37.37,-8.94,-429.35
2851,David Allen,England,51,15,25.5,35137,935,37.58,-12.08,-434.87
2852,Andy Bichel,Australia,22,1,16.9,18639,495,37.65,-20.75,-435.85
2853,Marlon Samuels,West Indies,127,7,32.64,57892,1596,36.27,-3.63,-435.98
2854,Mike Brearley,England,66,3,22.88,27610,926,29.82,-6.94,-436.99
2855,Aftab Ahmed,Bangladesh,31,3,20.78,13952,383,36.43,-15.65,-438.15
2856,Baron Constantine,West Indies,33,0,19.24,14992,461,32.52,-13.28,-438.26
2857,Bill Athey,England,41,1,22.97,17356,511,33.96,-10.99,-439.79
2858,Rajesh Chauhan,India,17,3,7,19212,497,38.66,-31.66,-443.18
2859,Vic Richardson,Australia,30,0,23.53,18601,485,38.35,-14.82,-444.68
2860,Ajaz Patel,New Zealand,31,12,9.94,19085,572,33.37,-23.43,-445.08
2861,Harold Larwood,England,28,3,19.4,20053,539,37.20,-17.80,-445.10
2862,Jackie Hendriks,West Indies,32,8,18.62,20146,541,37.24,-18.62,-446.84
2863,Wayne Clark,Australia,19,2,5.76,10078,313,32.20,-26.44,-449.45
2864,Jack Saunders,Australia,23,6,2.29,11628,404,28.78,-26.49,-450.37
2865,Bert Ironmonger,Australia,21,5,2.62,11888,386,30.80,-28.18,-450.85
2866,Bapu Nadkarni,India,67,12,25.7,34169,1007,33.93,-8.23,-452.73
2867,Suraj Randiv,Sri Lanka,17,1,9.18,12720,339,37.52,-28.34,-453.47
2868,Stuart Carlisle,Zimbabwe,66,6,26.91,29058,843,34.47,-7.56,-453.59
2869,Jermaine Lawson,West Indies,21,6,3.46,12635,374,33.78,-30.32,-454.85
2870,Max Walker,Australia,43,13,19.53,31156,898,34.69,-15.16,-454.95
2871,Hannan Sarkar,Bangladesh,33,0,20.06,13540,400,33.85,-13.79,-455.07
2872,Abu Jayed,Bangladesh,22,8,2.57,12220,348,35.11,-32.54,-455.63
2873,Tharanga Paranavitana,Sri Lanka,60,5,32.58,31389,768,40.87,-8.29,-456.01
2874,Brad Haddin,Australia,112,13,32.98,64034,1703,37.60,-4.62,-457.45
2875,Azeem Hafeez,Pakistan,21,5,8.37,15811,426,37.12,-28.75,-459.92
