X,Y,Curve,Radius
737584.336,3007577.785,0,4.347826087
737574.5957,3007575.329,0,9.090909091
737564.8239,3007572.871,0,100
737555.1293,3007570.414,0,33.33333333
737545.4956,3007567.936,0,100
737535.9882,3007565.49,0,11.11111111
737526.343,3007563.042,0,5.555555556
737516.7304,3007560.653,0,4.545454545
737507.1089,3007558.261,0,5
737497.3766,3007555.858,0,6.666666667
737487.7861,3007553.505,0,7.142857143
737478.0999,3007551.128,0,5
737468.5195,3007548.869,0,3.703703704
737458.929,3007546.668,0,3.703703704
737449.2586,3007544.45,0,4.347826087
737439.6186,3007542.248,0,4.761904762
737429.8581,3007540.023,0,4.545454545
737420.2447,3007537.832,0,3.846153846
737410.5772,3007535.664,0,3.571428571
737400.9491,3007533.514,0,3.703703704
737391.4612,3007531.396,0,4
737381.6762,3007529.257,0,3.703703704
737372.0303,3007527.157,0,3.125
737362.3587,3007525.052,0,2.702702703
737352.6584,3007522.994,0,2.43902439
737342.9797,3007520.95,0,2.380952381
737333.2298,3007518.89,0,2.43902439
737323.5008,3007517.093,0,2.564102564
737313.6372,3007515.329,0,2.857142857
737303.8824,3007513.585,0,3.333333333
737293.9958,3007511.986,0,4.545454545
737283.9738,3007510.418,0,7.692307692
737274.0715,3007508.867,0,25
737264.1803,3007507.253,0,50
737254.4231,3007505.631,0,33.33333333
737244.6125,3007504.001,0,50
737234.8081,3007502.357,0,7.692307692
737225.1018,3007500.72,0,3.571428571
737215.2995,3007499.067,0,2.5
737205.5977,3007497.347,0,2.127659574
737195.8487,3007495.557,0,2.325581395
737186.0759,3007493.762,0,3.125
737176.4058,3007492.097,0,5.263157895
737166.6349,3007490.513,0,14.28571429
737157.0124,3007488.953,0,50
737147.1815,3007487.398,0,20
737137.2382,3007485.864,0,6.666666667
737127.364,3007484.341,0,3.846153846
737117.5003,3007482.791,0,2.941176471
737107.838,3007481.234,0,2.777777778
737098.0097,3007479.651,0,2.702702703
737088.2365,3007478.085,0,2.631578947
737078.4887,3007476.537,0,2.702702703
737068.6293,3007474.972,0,3.333333333
737058.8469,3007473.524,0,4.761904762
737048.8854,3007472.213,0,8.333333333
737039.01,3007470.915,0,16.66666667
737029.1435,3007469.614,0,33.33333333
737019.28,3007468.309,0,100
737009.5017,3007467.015,0,100
736999.6304,3007465.706,0,50
736989.9095,3007464.412,0,100
736980.1322,3007463.112,0,50
736970.3411,3007461.809,0,20
736960.6529,3007460.52,0,12.5
736950.8232,3007459.212,0,11.11111111
736941.0943,3007457.822,0,14.28571429
736931.245,3007456.295,0,100
736921.4362,3007454.776,0,12.5
736911.6509,3007453.322,0,7.142857143
736901.7959,3007451.936,0,8.333333333
736892.0567,3007450.566,0,25
736882.1605,3007449.212,0,25
736872.304,3007447.904,0,11.11111111
736862.4802,3007446.6,0,10
736852.5627,3007445.322,0,9.090909091
736842.786,3007444.096,0,10
736832.9183,3007442.858,0,20
736823.1788,3007441.656,0,50
736813.4656,3007440.475,0,16.66666667
736803.7139,3007439.288,0,16.66666667
736793.9653,3007437.993,0,50
736784.0503,3007436.582,0,33.33333333
736774.2471,3007435.186,0,16.66666667
736764.4228,3007433.748,0,12.5
736754.6002,3007432.276,0,11.11111111
736744.8349,3007430.813,0,12.5
736734.9364,3007429.423,0,14.28571429
736725.1321,3007428.138,0,16.66666667
736715.215,3007426.837,0,16.66666667
736705.2706,3007425.718,0,14.28571429
736695.3425,3007424.786,0,14.28571429
736685.3284,3007423.844,0,33.33333333
736675.5563,3007422.632,0,100
736665.7677,3007421.147,0,50
736656.0452,3007419.673,0,100
736646.2966,3007418.377,0,100
736636.3241,3007417.223,0,50
736626.4813,3007416.082,0,33.33333333
736616.5539,3007415.063,0,33.33333333
736606.7112,3007414.175,0,33.33333333
736596.831,3007413.283,0,33.33333333
736586.7678,3007412.364,0,33.33333333
736576.7098,3007411.433,0,50
736566.53,3007410.492,0,50
736556.6528,3007409.386,0,14.28571429
736546.8808,3007408.12,0,7.692307692
736537.0613,3007406.847,0,5.555555556
736527.3108,3007405.438,0,4.761904762
736517.4271,3007403.893,0,4.166666667
736507.6284,3007402.361,0,3.571428571
736497.7555,3007401.292,0,2.777777778
736487.8885,3007400.536,0,2.941176471
736478.0789,3007399.785,0,100
736468.1668,3007398.534,0,1.886792453
736458.3997,3007397.06,1,1.063829787
736448.4883,3007395.564,1,1.098901099
736438.6914,3007394.041,0,2.272727273
736428.9086,3007392.508,0,11.11111111
736419.0585,3007390.963,0,3.03030303
736409.3641,3007389.582,0,3.333333333
736399.5803,3007388.202,0,5
736389.859,3007386.821,0,6.25
736380.0829,3007385.3,0,5.882352941
736370.2358,3007383.756,0,7.142857143
736360.4726,3007382.233,0,33.33333333
736350.5645,3007380.722,0,12.5
736340.764,3007379.229,0,12.5
736330.9436,3007377.794,0,50
736321.2045,3007376.519,0,6.25
736311.5651,3007375.263,0,3.703703704
736301.7392,3007373.962,0,3.448275862
736291.9317,3007372.63,0,4.347826087
736282.0609,3007371.289,0,8.333333333
736272.2406,3007370.007,0,100
736262.5092,3007368.789,0,14.28571429
736252.6701,3007367.557,0,7.692307692
736242.931,3007366.278,0,6.666666667
736233.0601,3007364.941,0,8.333333333
736223.2377,3007363.612,0,14.28571429
736213.4728,3007362.284,0,100
736203.6624,3007360.948,0,20
736193.9806,3007359.63,0,9.090909091
736184.0977,3007358.352,0,5.882352941
736174.3104,3007357.103,0,5
736164.5162,3007355.853,0,5.882352941
736154.5282,3007354.628,0,10
736144.6657,3007353.426,0,100
736134.7033,3007352.208,0,14.28571429
736124.9162,3007350.901,0,11.11111111
736115.1094,3007349.581,0,25
736105.2801,3007348.249,0,16.66666667
736095.5445,3007346.838,0,6.25
736085.6805,3007345.401,0,4.347826087
736075.9428,3007343.995,0,4.761904762
736066.1173,3007342.671,0,9.090909091
736056.3015,3007341.355,0,100
736046.5474,3007340.029,0,25
736036.6535,3007338.601,0,100
736026.8872,3007337.186,0,11.11111111
736017.0179,3007335.818,0,7.142857143
736007.1472,3007334.681,0,8.333333333
735997.2941,3007333.559,0,25
735987.3862,3007332.392,0,16.66666667
735977.6725,3007331.135,0,7.142857143
735967.8678,3007329.862,0,7.142857143
735958.1165,3007328.597,0,16.66666667
735948.3166,3007327.331,0,33.33333333
735938.4515,3007326.056,0,20
735928.6981,3007324.85,0,100
735918.8166,3007323.757,0,25
735909.0122,3007322.677,0,11.11111111
735899.2234,3007321.563,0,8.333333333
735889.4419,3007320.373,0,8.333333333
735879.7831,3007319.196,0,20
735869.9565,3007317.929,0,12.5
735860.2017,3007316.537,0,4.761904762
735850.3737,3007315.131,0,4.166666667
735840.498,3007313.784,0,6.25
735830.5654,3007312.567,0,20
735820.51,3007311.339,0,50
735810.6867,3007310.051,0,33.33333333
735800.9383,3007308.579,0,33.33333333
735791.2573,3007307.112,0,12.5
735781.536,3007305.882,0,5.882352941
735771.5119,3007305.2,0,3.703703704
735761.638,3007304.545,0,3.333333333
735751.6278,3007303.809,0,4.166666667
735741.6423,3007302.865,0,8.333333333
735731.6867,3007301.916,0,100
735721.6531,3007300.895,0,11.11111111
735711.7667,3007299.647,0,11.11111111
735701.7894,3007298.376,0,25
735691.9584,3007297.131,0,20
735682.1382,3007295.941,0,9.090909091
735672.2754,3007294.749,0,8.333333333
735662.5047,3007293.567,0,10
735652.6542,3007292.301,0,20
735642.9255,3007291.048,0,100
735633.1166,3007289.785,0,14.28571429
735623.2224,3007288.421,0,9.090909091
735613.3512,3007287.048,0,8.333333333
735603.3514,3007285.658,0,11.11111111
735593.5934,3007284.375,0,20
735583.7451,3007283.099,0,50
735573.8998,3007281.823,0,100
735564.1432,3007280.315,0,100
735554.2843,3007278.706,0,33.33333333
735544.5876,3007277.122,0,14.28571429
735534.766,3007275.589,0,7.142857143
735525.0456,3007274.105,0,5.263157895
735515.3449,3007272.626,0,6.25
735505.4904,3007271.152,0,33.33333333
735495.7434,3007269.713,0,7.142857143
735485.8401,3007268.251,0,4.166666667
735476.1632,3007266.822,0,4.166666667
735466.5833,3007265.407,0,6.666666667
735456.947,3007263.983,0,16.66666667
735447.2968,3007262.505,0,100
735437.363,3007260.928,0,50
735427.5616,3007259.374,0,50
735417.6634,3007257.853,0,100
735407.7264,3007256.391,0,100
735397.8537,3007254.938,0,100
735387.9199,3007253.569,0,100
735378.2217,3007252.372,0,100
735368.4148,3007251.164,0,50
735358.6584,3007249.85,0,33.33333333
735348.9266,3007248.337,0,25
735339.1098,3007246.807,0,25
735329.4608,3007245.272,0,33.33333333
735319.7311,3007243.644,0,100
735310.0945,3007242.029,0,14.28571429
735300.4465,3007240.433,0,6.666666667
735290.5916,3007238.877,0,4.761904762
735280.8691,3007237.342,0,4.347826087
735271.0216,3007235.816,0,5.263157895
735261.1891,3007234.484,0,7.692307692
735251.3418,3007233.158,0,16.66666667
735241.4232,3007231.822,0,33.33333333
735231.7352,3007230.505,0,7.692307692
735221.9148,3007229.167,0,5.555555556
735212.2111,3007227.846,0,5.882352941
735202.3506,3007226.482,0,9.090909091
735192.4278,3007225.106,0,25
735182.5613,3007223.739,0,100
735172.7588,3007222.242,0,50
735163.13,3007220.733,0,50
735153.3589,3007219.201,0,100
735143.5778,3007217.775,0,25
735133.8286,3007216.397,0,14.28571429
735123.9616,3007215.001,0,12.5
735114.194,3007213.652,0,16.66666667
735104.2747,3007212.297,0,33.33333333
735094.4208,3007210.952,0,25
735084.6367,3007209.525,0,12.5
735074.7155,3007208.015,0,8.333333333
735064.8436,3007206.513,0,7.692307692
735054.846,3007205.107,0,8.333333333
735044.9902,3007203.805,0,8.333333333
735035.1087,3007202.5,0,6.666666667
735025.1415,3007201.162,0,5.263157895
735015.2972,3007199.828,0,4
735005.2195,3007198.463,0,3.448275862
734995.6059,3007197.304,0,3.703703704
734985.8166,3007196.209,0,6.25
734975.1981,3007195.019,0,10
734965.2602,3007193.71,0,2.083333333
734955.3404,3007192.383,1,1.234567901
734945.6322,3007191.14,1,1.123595506
734935.8575,3007189.951,0,1.5625
734926.2807,3007188.787,0,6.25
734916.7002,3007187.292,0,3.571428571
734906.9256,3007185.732,0,2
734897.2223,3007184.228,0,2.127659574
734887.3768,3007182.799,0,3.571428571
734877.6786,3007181.393,0,10
734867.7816,3007180.225,0,33.33333333
734857.7033,3007179.154,0,16.66666667
734847.8372,3007178.077,0,8.333333333
734838.0333,3007176.544,0,7.692307692
734828.3968,3007175.021,0,12.5
734818.7944,3007173.585,0,50
734809.1185,3007172.312,0,100
734799.6295,3007171.065,0,100
734789.8675,3007169.673,0,100
734780.1548,3007168.197,0,25
734770.4677,3007166.725,0,14.28571429
734760.6363,3007165.336,0,11.11111111
734750.9109,3007164.005,0,10
734741.0916,3007162.661,0,12.5
734731.3577,3007161.251,0,50
734721.5174,3007159.81,0,16.66666667
734711.7285,3007158.377,0,8.333333333
734701.9739,3007156.913,0,8.333333333
734692.1095,3007155.431,0,11.11111111
734682.4271,3007153.974,0,20
734672.5476,3007152.613,0,50
734662.7363,3007151.264,0,100
734652.9715,3007149.917,0,100
734643.0029,3007148.443,0,33.33333333
734633.2301,3007146.996,0,25
734623.3801,3007145.54,0,20
734613.7134,3007144.145,0,25
734604.0476,3007142.751,0,33.33333333
734594.3255,3007141.35,0,50
