X,Y,Curve,Radius
734584.5594,3007139.968,0,100
734574.6301,3007138.565,0,100
734564.8522,3007137.177,0,20
734555.0144,3007135.653,0,10
734545.1777,3007134.125,0,7.142857143
734535.42,3007132.608,0,7.142857143
734525.4884,3007131.379,0,12.5
734515.7267,3007130.187,0,100
734505.8323,3007128.979,0,12.5
734496.0813,3007127.744,0,9.090909091
734486.3798,3007126.51,0,11.11111111
734476.5705,3007125.262,0,16.66666667
734466.7967,3007123.815,0,100
734456.8831,3007122.311,0,16.66666667
734447.018,3007120.816,0,7.692307692
734437.2217,3007119.348,0,6.25
734427.3097,3007117.87,0,7.692307692
734417.5232,3007116.409,0,14.28571429
734407.6027,3007114.961,0,50
734397.7393,3007113.53,0,50
734387.8482,3007112.095,0,20
734377.9456,3007110.593,0,12.5
734368.2213,3007109.096,0,12.5
734358.3071,3007107.571,0,20
734348.5178,3007106.367,0,50
734338.7087,3007105.261,0,14.28571429
734328.8503,3007104.149,0,14.28571429
734319.0532,3007102.774,0,20
734309.1026,3007101.29,0,16.66666667
734299.332,3007099.832,0,8.333333333
734289.4078,3007098.626,0,6.25
734279.4936,3007097.522,0,7.142857143
734269.6111,3007096.423,0,20
734259.7102,3007095.195,0,16.66666667
734249.9824,3007093.935,0,7.692307692
734239.9598,3007092.639,0,7.142857143
734230.1724,3007091.279,0,10
734220.3856,3007089.888,0,20
734210.3911,3007088.468,0,33.33333333
734200.7448,3007087.147,0,20
734190.9817,3007085.812,0,14.28571429
734181.3186,3007084.486,0,16.66666667
734171.4843,3007083.089,0,100
734161.5916,3007081.683,0,33.33333333
734151.8637,3007080.271,0,50
734141.9673,3007078.752,0,25
734132.2162,3007077.254,0,9.090909091
734122.4152,3007075.769,0,7.692307692
734112.5871,3007074.308,0,20
734102.8608,3007072.863,0,11.11111111
734092.9758,3007071.419,0,5.263157895
734083.2209,3007070.016,0,6.666666667
734073.3958,3007068.603,0,25
734063.5226,3007067.222,0,16.66666667
734053.731,3007065.872,0,10
734043.9078,3007064.518,0,14.28571429
734034.1562,3007063.043,0,50
734024.286,3007061.497,0,14.28571429
734014.5128,3007059.965,0,5.882352941
734004.7506,3007058.423,0,4.761904762
733994.8323,3007056.851,0,5.882352941
733985.1374,3007055.314,0,25
733975.256,3007053.783,0,10
733965.4692,3007052.288,0,4.761904762
733955.6496,3007050.79,0,3.703703704
733945.7217,3007049.364,0,3.333333333
733935.9561,3007048.054,0,3.703703704
733925.9927,3007046.718,0,5.882352941
733916.2337,3007045.43,0,100
733906.4838,3007044.182,0,7.692307692
733896.6745,3007042.927,0,5.882352941
733886.9403,3007041.639,0,10
733876.975,3007040.19,0,33.33333333
733867.163,3007038.764,0,9.090909091
733857.2184,3007037.327,0,8.333333333
733847.3935,3007035.953,0,11.11111111
733837.6131,3007034.588,0,12.5
733827.6459,3007033.194,0,9.090909091
733817.9053,3007031.817,0,5.882352941
733807.9848,3007030.415,0,5
733798.1137,3007029.023,0,5
733788.3054,3007027.665,0,5.555555556
733778.326,3007026.284,0,8.333333333
733768.4751,3007024.92,0,25
733758.6464,3007023.54,0,100
733748.8968,3007022.171,0,50
733739.1046,3007020.8,0,100
733729.1757,3007019.474,0,100
733719.3912,3007018.167,0,50
733709.4087,3007016.842,0,100
733699.6884,3007015.604,0,14.28571429
733689.9116,3007014.359,0,7.142857143
733680.0495,3007013.067,0,6.666666667
733670.3698,3007011.671,0,9.090909091
733660.4775,3007010.244,0,25
733650.6925,3007008.859,0,100
733640.8204,3007007.517,0,100
733630.8969,3007006.167,0,100
733621.0511,3007004.848,0,50
733611.0833,3007003.536,0,33.33333333
733601.2035,3007002.235,0,20
733591.3488,3007000.918,0,14.28571429
733581.5763,3006999.602,0,11.11111111
733571.7336,3006998.279,0,10
733561.8733,3006997.156,0,10
733552.071,3006996.053,0,16.66666667
733542.0898,3006994.871,0,7.142857143
733532.2635,3006993.575,0,2.083333333
733522.081,3006992.231,1,1.388888889
733512.1159,3006990.565,0,1.666666667
733502.3001,3006988.862,0,10
733492.3257,3006987.32,0,2.222222222
733482.6093,3006985.974,1,1.449275362
733472.9726,3006984.663,0,1.851851852
733463.0745,3006983.439,0,4.761904762
733453.4019,3006982.245,0,20
733443.5085,3006980.926,0,7.692307692
733433.7534,3006979.58,0,10
733424.0288,3006978.251,0,20
733414.2084,3006977.008,0,33.33333333
733404.5749,3006975.789,0,100
733394.8205,3006974.566,0,14.28571429
733385.1737,3006973.369,0,10
733375.4715,3006972.165,0,16.66666667
733365.6619,3006970.822,0,100
733355.9103,3006969.446,0,25
733346.0382,3006968.055,0,100
733336.2553,3006966.765,0,50
733326.3942,3006965.465,0,11.11111111
733316.6306,3006964.155,0,5.882352941
733306.8404,3006962.726,0,6.666666667
733296.9879,3006961.287,0,100
733287.2941,3006959.901,0,5.882352941
733277.4182,3006958.546,0,4.545454545
733267.7065,3006957.214,0,7.142857143
733257.9476,3006955.916,0,50
733248.0671,3006954.65,0,12.5
733238.3478,3006953.405,0,8.333333333
733228.474,3006952.101,0,10
733218.7144,3006950.783,0,20
733208.8915,3006949.456,0,50
733199.0617,3006948.129,0,20
733189.3278,3006946.818,0,20
733179.4347,3006945.485,0,16.66666667
733169.685,3006944.166,0,14.28571429
733159.8346,3006942.832,0,12.5
733150.0167,3006941.502,0,14.28571429
733140.2651,3006940.18,0,16.66666667
733130.3781,3006938.84,0,25
733120.6581,3006937.523,0,100
733110.7046,3006936.188,0,25
733100.8271,3006934.866,0,9.090909091
733090.9941,3006933.547,0,5.555555556
733081.0763,3006932.103,0,5.263157895
733071.3187,3006930.68,0,7.692307692
733061.375,3006929.241,0,33.33333333
733051.6106,3006927.963,0,16.66666667
733041.8127,3006926.682,0,8.333333333
733031.9425,3006925.395,0,5.882352941
733022.1953,3006924.155,0,5
733012.2503,3006922.889,0,5.555555556
733002.4279,3006921.591,0,10
732992.5824,3006920.146,0,100
732982.737,3006918.701,0,10
732972.9643,3006917.34,0,6.666666667
732963.0762,3006916.108,0,5.882352941
732953.287,3006914.89,0,6.25
732943.388,3006913.548,0,11.11111111
732933.524,3006912.087,0,50
732923.7143,3006910.636,0,11.11111111
732913.7305,3006909.487,0,11.11111111
732903.8761,3006908.572,0,25
732893.9029,3006907.642,0,100
732884.0949,3006906.53,0,100
732874.3377,3006905.346,0,33.33333333
732864.4718,3006904.145,0,12.5
732854.6326,3006902.839,0,9.090909091
732844.6257,3006901.492,0,11.11111111
732834.7493,3006900.162,0,33.33333333
732824.9834,3006898.865,0,25
732815.1096,3006897.554,0,12.5
732805.2923,3006896.246,0,20
732795.2827,3006894.882,0,16.66666667
732785.4026,3006893.536,0,5.555555556
732775.4692,3006892.18,0,4.166666667
732765.5487,3006890.824,0,5.263157895
732755.7221,3006889.481,0,20
732745.8421,3006888.187,0,20
732736.2335,3006887.007,0,25
732726.5261,3006885.815,0,11.11111111
732716.7564,3006884.504,0,3.571428571
732706.9221,3006883.095,0,2.5
732696.9553,3006881.668,0,2.43902439
732687.1726,3006880.365,0,3.333333333
732677.3079,3006879.102,0,6.25
732667.5657,3006877.857,0,20
732657.8213,3006876.731,0,50
732647.998,3006875.637,0,12.5
732638.3479,3006874.558,0,8.333333333
732628.5457,3006873.344,0,11.11111111
732618.8726,3006872.116,0,100
732609.2015,3006870.887,0,12.5
732599.3256,3006869.586,0,10
732589.5833,3006868.292,0,14.28571429
732579.7214,3006866.983,0,16.66666667
732569.895,3006865.631,0,11.11111111
732560.0251,3006864.265,0,7.692307692
732550.1653,3006862.899,0,9.090909091
732540.3387,3006861.449,0,100
732530.373,3006859.964,0,6.25
732520.5604,3006858.505,0,4
732510.76,3006857.194,0,4.166666667
732500.966,3006855.908,0,8.333333333
732491.2145,3006854.63,0,50
732481.2515,3006853.32,0,6.666666667
732471.4091,3006852.026,0,4.347826087
732461.4381,3006850.715,0,4
732451.608,3006849.45,0,4.545454545
732441.8174,3006848.197,0,6.25
732431.9188,3006846.938,0,8.333333333
732422.1813,3006845.973,0,10
732412.3391,3006845.041,0,16.66666667
732402.5929,3006844.113,0,100
732392.7239,3006843.023,0,20
732382.7662,3006841.901,0,16.66666667
732372.953,3006840.798,0,20
732363.0189,3006839.742,0,50
732353.1994,3006838.707,0,100
732343.2562,3006837.656,0,100
732333.3842,3006836.57,0,100
732323.5983,3006835.489,0,100
732313.6621,3006834.384,0,50
732303.9294,3006833.161,0,20
732294.1048,3006831.921,0,12.5
732284.3027,3006830.696,0,11.11111111
732274.4811,3006829.614,0,20
732264.5101,3006828.516,0,33.33333333
732254.7133,3006827.383,0,11.11111111
732244.9338,3006825.848,0,10
732235.2216,3006824.324,0,16.66666667
732225.5113,3006822.912,0,100
732215.4975,3006822.089,0,33.33333333
732205.6222,3006821.278,0,20
732195.6397,3006820.425,0,20
732185.8404,3006819.423,0,20
732176.0519,3006818.423,0,20
732166.1399,3006817.353,0,14.28571429
732156.237,3006816.059,0,12.5
732146.1718,3006814.742,0,20
732136.2381,3006813.452,0,100
732126.4493,3006812.206,0,14.28571429
732116.5171,3006810.942,0,9.090909091
732106.6654,3006809.665,0,10
732096.7079,3006808.323,0,25
732086.7513,3006806.981,0,50
732076.831,3006805.661,0,50
732066.9866,3006804.366,0,50
732057.2182,3006803.086,0,50
732047.2891,3006801.923,0,25
732037.668,3006800.829,0,8.333333333
732028.0523,3006799.709,0,5.882352941
732018.3272,3006798.291,0,5.882352941
732008.7405,3006796.892,0,5.882352941
731999.0478,3006795.545,0,5.555555556
731989.2332,3006794.459,0,5
731979.3503,3006793.364,0,5.555555556
731969.5847,3006792.256,0,7.692307692
731959.7641,3006791.066,0,16.66666667
731949.8921,3006789.869,0,50
731940.1676,3006788.681,0,12.5
731930.2892,3006787.45,0,11.11111111
731920.5415,3006786.234,0,25
731910.743,3006784.975,0,50
731900.8889,3006783.613,0,33.33333333
731891.1011,3006782.259,0,33.33333333
731881.1938,3006780.879,0,9.090909091
731871.3939,3006779.484,0,7.692307692
731861.505,3006778.076,0,12.5
731851.6175,3006776.749,0,50
731841.8498,3006775.645,0,9.090909091
731831.9505,3006774.527,0,7.692307692
731822.2055,3006773.48,0,16.66666667
731812.3958,3006772.558,0,20
731802.6533,3006771.645,0,7.142857143
731792.9374,3006770.689,0,6.25
731782.9933,3006769.581,0,11.11111111
731773.1758,3006768.487,0,50
731763.2808,3006767.349,0,9.090909091
731753.5256,3006766.111,0,7.692307692
731743.7654,3006764.872,0,10
731733.905,3006763.579,0,20
731724.004,3006762.125,0,50
731713.9597,3006760.65,0,33.33333333
731704.0482,3006759.227,0,16.66666667
731694.1999,3006757.976,0,11.11111111
731684.2379,3006756.712,0,10
731674.3141,3006755.473,0,9.090909091
731664.3872,3006754.342,0,7.142857143
731654.5019,3006753.217,0,5
731644.5218,3006752.128,0,5
731634.7159,3006751.211,0,11.11111111
731624.9407,3006750.296,0,8.333333333
731614.9616,3006749.199,0,2.777777778
731605.1329,3006747.86,0,2
731595.2635,3006746.516,0,2.127659574
731585.4287,3006745.185,0,3.571428571
731575.6095,3006743.864,0,50
731565.7052,3006742.531,0,3.333333333
731555.9599,3006741.288,0,2.272727273
731546.1169,3006740.077,0,2.631578947
731536.3866,3006738.879,0,4.761904762
731526.5807,3006737.59,0,20
731516.651,3006736.239,0,50
731506.8587,3006734.911,0,100
731496.9311,3006733.712,0,16.66666667
731487.1338,3006732.6,0,12.5
731477.3405,3006731.486,0,20
731467.5075,3006730.321,0,50
731457.8054,3006729.153,0,16.66666667
731447.9935,3006727.969,0,20
731438.2968,3006726.777,0,100
731428.5024,3006725.564,0,20
731418.7554,3006724.356,0,12.5
731409.0048,3006723.133,0,11.11111111
731399.0584,3006721.877,0,12.5
731389.2585,3006720.639,0,14.28571429
731379.3743,3006719.344,0,12.5
731369.5194,3006718.027,0,9.090909091
731359.695,3006716.715,0,6.666666667
731349.7531,3006715.542,0,6.666666667
731339.943,3006714.473,0,12.5
731330.0162,3006713.392,0,25
731320.199,3006712.229,0,6.666666667
731310.4451,3006711.02,0,5
731300.6151,3006709.802,0,5.263157895
731290.9056,3006708.601,0,6.666666667
731281.031,3006707.381,0,9.090909091
731271.2562,3006706.174,0,20
731261.4489,3006705.01,0,33.33333333
731251.6114,3006703.872,0,10
731241.8699,3006702.745,0,9.090909091
731231.9716,3006701.623,0,14.28571429
731222.1799,3006700.53,0,50
731212.2753,3006699.424,0,100
731202.3843,3006698.443,0,16.66666667
731192.6272,3006697.568,0,7.692307692
731182.7028,3006696.677,0,5.882352941
731172.9158,3006695.593,0,7.142857143
731163.0358,3006694.338,0,50
731153.2112,3006693.092,0,7.142857143
731143.3912,3006691.867,0,4.761904762
731133.4184,3006690.643,0,6.666666667
731123.5723,3006689.433,0,100
731113.6451,3006688.212,0,10
731103.7981,3006686.999,0,10
731093.955,3006685.787,0,20
731084.0801,3006684.901,0,100
731074.3492,3006684.317,0,100
731064.4867,3006683.725,0,25
731054.6817,3006682.865,0,20
731044.8187,3006681.761,0,33.33333333
731034.8756,3006680.648,0,100
731025.066,3006679.663,0,50
731015.1802,3006678.773,0,50
731005.3994,3006677.893,0,50
730995.5436,3006676.829,0,50
730985.6878,3006675.605,0,50
730975.8697,3006674.385,0,100
730965.9459,3006673.248,0,50
730956.1175,3006672.201,0,14.28571429
730946.1804,3006671.143,0,7.692307692
730936.3057,3006670.133,0,5.555555556
730926.5206,3006669.161,0,5
730916.6298,3006668.171,0,5.555555556
730906.7952,3006666.925,0,8.333333333
730896.8098,3006665.526,0,20
730886.878,3006664.128,0,50
730876.8946,3006662.619,0,16.66666667
730866.7558,3006661.044,0,14.28571429
730856.7544,3006659.492,0,33.33333333
730846.8316,3006657.982,0,33.33333333
730837.044,3006656.5,0,14.28571429
730827.2415,3006655.024,0,20
730817.3709,3006653.637,0,33.33333333
730807.6039,3006652.277,0,33.33333333
730797.7201,3006650.904,0,25
730788.0217,3006649.591,0,100
730778.2985,3006648.276,0,14.28571429
730768.5884,3006646.944,0,9.090909091
730758.844,3006645.491,0,8.333333333
730749.0333,3006644.028,0,10
730739.3378,3006642.608,0,12.5
730729.5499,3006641.304,0,25
730719.8194,3006640.007,0,33.33333333
730710.16,3006638.722,0,10
730700.264,3006637.423,0,6.666666667
730690.5193,3006636.142,0,7.692307692
730680.6994,3006634.854,0,20
730670.8932,3006633.572,0,33.33333333
730661.1286,3006632.297,0,25
730651.2454,3006631.001,0,33.33333333
730641.4041,3006629.686,0,9.090909091
730631.4225,3006628.352,0,8.333333333
730621.552,3006627.063,0,10
730611.8782,3006625.969,0,12.5
730602.1658,3006624.87,0,10
730592.5494,3006623.782,0,8.333333333
730582.6576,3006622.679,0,7.692307692
730572.8935,3006621.59,0,11.11111111
730563.0814,3006620.469,0,50
730553.1981,3006619.124,0,14.28571429
730543.4078,3006617.787,0,8.333333333
730533.5095,3006616.447,0,9.090909091
730523.7154,3006615.212,0,20
730513.8509,3006613.974,0,100
730504.0237,3006612.756,0,25
730494.2631,3006611.693,0,33.33333333
730484.4071,3006610.639,0,50
730474.6584,3006609.572,0,25
730464.7416,3006608.214,0,16.66666667
730454.8456,3006606.803,0,12.5
730444.9663,3006605.401,0,14.28571429
730435.0233,3006604.117,0,14.28571429
730425.1944,3006602.884,0,12.5
730415.2477,3006601.64,0,11.11111111
730405.4268,3006600.461,0,12.5
730395.6144,3006599.299,0,25
730385.7307,3006598.135,0,33.33333333
730375.9921,3006597.109,0,7.692307692
730366.118,3006596.121,0,4.347826087
730356.3569,3006595.137,0,3.448275862
730346.5736,3006593.956,0,3.333333333
730336.7981,3006592.68,0,3.448275862
730327.1067,3006591.411,0,3.03030303
730317.248,3006590.018,0,2.173913043
730307.4537,3006588.576,0,1.612903226
730297.6099,3006587.128,1,1.282051282
730287.7848,3006585.529,1,1.098901099
730278.0239,3006583.837,1,0.99009901
730268.1701,3006582.127,1,0.970873786
730258.4583,3006580.352,1,1.041666667
730248.674,3006578.479,1,1.19047619
730238.9815,3006576.623,1,1.333333333
730229.3359,3006574.649,1,1.333333333
730219.6293,3006572.485,1,1.219512195
730210.06,3006570.351,1,1.111111111
730200.3972,3006568.068,1,1.030927835
730190.8084,3006565.545,1,0.99009901
730181.2254,3006563.022,1,0.99009901
730171.6192,3006560.418,1,1
730162.1945,3006557.596,1,1.030927835
730152.6583,3006554.739,1,1.098901099
730143.2104,3006551.883,1,1.298701299
730133.7274,3006548.833,0,1.724137931
730124.1884,3006545.76,0,2.631578947
730114.7461,3006542.706,0,4
730105.3149,3006539.536,0,4.761904762
730095.9727,3006536.38,0,4.347826087
730086.5734,3006533.198,0,3.846153846
730077.1355,3006529.91,0,4
730067.7561,3006526.62,0,5.882352941
730058.2573,3006523.295,0,20
730048.953,3006520.182,0,16.66666667
730039.6052,3006517.112,0,8.333333333
730030.2909,3006514.051,0,7.692307692
730020.9392,3006510.815,0,6.666666667
730011.467,3006507.446,0,5.882352941
730002.0825,3006504.108,0,7.142857143
729992.6341,3006500.848,0,33.33333333
729983.2945,3006497.709,0,9.090909091
729973.9273,3006494.56,0,5.555555556
729964.4867,3006491.36,0,7.142857143
729955.1049,3006488.144,0,20
729945.5821,3006484.882,0,100
729936.1284,3006481.64,0,100
729926.6254,3006478.378,0,20
729917.0486,3006475.09,0,16.66666667
729907.5964,3006471.874,0,100
729898.1768,3006468.714,0,9.090909091
729888.8262,3006465.578,0,5.882352941
729879.461,3006462.318,0,6.25
729870.1633,3006458.895,0,11.11111111
729860.9217,3006455.491,0,33.33333333
729851.6165,3006452.045,0,100
729842.4595,3006448.624,0,100
729833.2434,3006445.181,0,33.33333333
729823.9957,3006441.681,0,33.33333333
729814.6869,3006438.102,0,33.33333333
729805.2492,3006434.472,0,7.142857143
729795.9418,3006431.198,0,4.347826087
729786.5862,3006428.331,0,4.761904762
729777.266,3006425.473,0,10
729767.9091,3006422.567,0,50
729758.4466,3006419.582,0,12.5
729749.1053,3006416.636,0,14.28571429
729739.674,3006413.625,0,100
729730.3311,3006410.603,0,12.5
729720.9281,3006407.562,0,9.090909091
729711.5533,3006404.39,0,11.11111111
729702.3052,3006401.12,0,33.33333333
729692.9577,3006397.813,0,100
729683.6477,3006394.67,0,100
729674.2347,3006391.635,0,100
729664.8482,3006388.611,0,25
729655.5234,3006385.521,0,20
729646.0621,3006382.304,0,100
729636.7181,3006379.129,0,12.5
729627.3876,3006375.968,0,6.25
729618.1762,3006372.858,0,5.555555556
729608.9619,3006369.747,0,7.692307692
729599.5765,3006366.502,0,16.66666667
729590.2329,3006363.193,0,100
729580.7858,3006359.848,0,100
729571.4183,3006356.494,0,25
729562.1046,3006353.122,0,16.66666667
729552.721,3006349.725,0,20
729543.449,3006346.35,0,100
729534.071,3006342.917,0,14.28571429
729524.7934,3006339.522,0,5.882352941
729515.4391,3006336.146,0,3.448275862
729506.0249,3006332.797,0,2.857142857
729496.7051,3006329.482,0,3.225806452
729487.3675,3006326.223,0,5
729478.2208,3006323.099,0,16.66666667
729469.0336,3006319.96,0,16.66666667
729459.7705,3006316.692,0,5.263157895
729450.4634,3006313.283,0,3.03030303
729441.0509,3006309.835,0,2.272727273
729431.7286,3006306.502,0,2.127659574
729422.2918,3006303.241,0,2.631578947
729412.8787,3006299.989,0,4.545454545
729403.5164,3006296.826,0,33.33333333
729394.0763,3006293.75,0,8.333333333
729384.7721,3006290.717,0,5
729375.369,3006287.567,0,5.882352941
729366.0082,3006284.27,0,16.66666667
729356.6425,3006280.972,0,25
729347.0948,3006277.542,0,20
729337.3992,3006273.907,0,16.66666667
729327.6011,3006270.233,0,5.882352941
729317.9658,3006266.659,0,5.555555556
729308.5384,3006263.266,0,25
729299.0637,3006259.855,0,8.333333333
729289.6631,3006256.509,0,4.761904762
729280.224,3006253.264,0,4.761904762
729270.8697,3006250.048,0,6.666666667
729261.4638,3006246.826,0,14.28571429
729252.072,3006243.651,0,50
729242.764,3006240.503,0,11.11111111
729233.3264,3006237.227,0,9.090909091
729223.9046,3006233.688,0,20
729214.4345,3006230.132,0,25
729205.0147,3006226.645,0,12.5
729195.6999,3006223.379,0,16.66666667
729186.3102,3006220.088,0,100
729177.0075,3006216.811,0,20
729167.4805,3006213.379,0,11.11111111
729157.9694,3006209.952,0,10
729148.5066,3006206.588,0,12.5
729139.0728,3006203.484,0,20
729129.7454,3006200.418,0,100
729120.3226,3006197.305,0,12.5
729110.9842,3006194.13,0,7.692307692
729101.6312,3006190.947,0,6.666666667
729092.2288,3006187.751,0,8.333333333
729082.8938,3006184.607,0,10
729073.4543,3006181.43,0,14.28571429
729064.0806,3006178.293,0,50
729054.7263,3006175.281,0,10
729045.351,3006172.281,0,4
729036.0637,3006169.296,0,2.777777778
729026.6281,3006166.178,0,2.702702703
729017.309,3006163.084,0,3.448275862
729007.9543,3006159.936,0,7.692307692
728998.6376,3006156.443,0,16.66666667
728989.4019,3006152.915,0,4.347826087
728980.0888,3006149.39,0,3.03030303
728970.8397,3006146.211,0,2.857142857
728961.4896,3006143.076,0,3.225806452
728952.1661,3006139.954,0,4
728942.7507,3006136.87,0,5.555555556
728933.2441,3006133.779,0,10
728923.8451,3006130.72,0,100
728914.4746,3006127.563,0,10
728905.2646,3006124.413,0,5.263157895
728896.0615,3006121.265,0,4.545454545
728886.7301,3006118.083,0,5
728877.4144,3006114.912,0,7.692307692
728868.0051,3006111.709,0,20
728858.5944,3006108.416,0,100
728849.0801,3006104.99,0,25
728839.5668,3006101.564,0,16.66666667
728830.1713,3006098.206,0,16.66666667
728820.7344,3006094.882,0,16.66666667
728811.397,3006091.593,0,12.5
728801.9919,3006088.321,0,9.090909091
728792.5353,3006085.209,0,8.333333333
728783.1575,3006082.121,0,10
728773.7342,3006078.976,0,33.33333333
728764.4995,3006075.601,0,25
728755.2105,3006072.164,0,50
728745.9421,3006068.735,0,16.66666667
728736.6297,3006065.272,0,7.692307692
728727.2229,3006061.768,0,10
728717.9135,3006058.3,0,100
728708.5413,3006054.853,0,12.5
728699.2307,3006051.455,0,14.28571429
728689.9053,3006048.052,0,100
728680.506,3006044.626,0,16.66666667
728671.1695,3006041.23,0,12.5
728661.7779,3006037.812,0,16.66666667
728652.4839,3006034.427,0,100
728643.0857,3006030.991,0,12.5
728633.6983,3006027.561,0,9.090909091
728624.4339,3006024.182,0,12.5
728615.0837,3006020.829,0,100
728605.8556,3006017.527,0,14.28571429
728596.5762,3006014.202,0,9.090909091
728587.266,3006010.783,0,7.142857143
728577.973,3006007.339,0,6.666666667
728568.5559,3006003.849,0,6.25
728559.2586,3006000.479,0,6.25
728549.884,3005997.157,0,8.333333333
728540.5282,3005993.84,0,100
728531.2501,3005990.61,0,6.25
728522.0082,3005987.568,0,2.631578947
728512.8166,3005984.542,0,1.666666667
728503.4772,3005981.412,0,1.612903226
728494.175,3005977.926,0,2.564102564
728484.8737,3005974.392,0,100
728475.5191,3005970.844,0,2.857142857
728466.1709,3005967.38,0,1.923076923
728456.6972,3005963.895,0,1.923076923
728447.2471,3005960.42,0,2.272727273
728437.8738,3005956.969,0,3.225806452
728428.4937,3005953.513,0,5.263157895
728419.1422,3005950.067,0,7.692307692
728409.7741,3005946.659,0,7.692307692
728400.613,3005943.373,0,5.882352941
728391.4086,3005940.072,0,5.882352941
728382.112,3005936.815,0,11.11111111
728372.7264,3005933.657,0,25
728363.2473,3005930.467,0,6.666666667
728353.8861,3005927.274,0,5.555555556
728344.47,3005923.941,0,7.692307692
728335.0982,3005920.623,0,25
728325.7684,3005917.342,0,100
728316.3145,3005914.124,0,33.33333333
728306.9631,3005910.941,0,25
728297.5312,3005907.708,0,25
728288.1589,3005904.368,0,16.66666667
728278.7986,3005901.018,0,12.5
728269.3948,3005897.659,0,11.11111111
728260.0771,3005894.364,0,11.11111111
728250.6618,3005891.042,0,16.66666667
728241.3292,3005887.748,0,100
728232.0135,3005884.452,0,14.28571429
728222.6703,3005881.144,0,9.090909091
728213.4167,3005877.869,0,10
728204.0217,3005874.517,0,25
728194.6968,3005871.18,0,33.33333333
728185.2911,3005867.815,0,14.28571429
728175.9189,3005864.463,0,20
728166.6639,3005861.155,0,33.33333333
728157.3094,3005857.81,0,8.333333333
728148.0691,3005854.513,0,5.555555556
728138.7567,3005851.195,0,5.882352941
728129.4542,3005847.88,0,11.11111111
728120.1773,3005844.52,0,50
728110.7975,3005841.043,0,8.333333333
728101.5269,3005837.609,0,5.263157895
728092.1587,3005834.197,0,4.761904762
728082.799,3005830.92,0,6.25
728073.4698,3005827.653,0,10
728064.0551,3005824.343,0,16.66666667
728054.6837,3005821.001,0,12.5
728045.2127,3005817.622,0,8.333333333
728035.821,3005814.308,0,6.666666667
728026.5188,3005811.187,0,7.692307692
728017.1829,3005808.067,0,16.66666667
728007.9548,3005804.965,0,100
727998.5474,3005801.688,0,16.66666667
727989.233,3005798.426,0,12.5
727979.898,3005795.151,0,11.11111111
727970.495,3005791.797,0,10
727961.175,3005788.458,0,25
727951.7742,3005785.089,0,12.5
727942.4078,3005781.688,0,4.545454545
727932.9431,3005778.234,0,3.571428571
727923.5031,3005774.789,0,4.166666667
727914.1365,3005771.504,0,7.142857143
727904.6925,3005768.276,0,100
727895.3273,3005765.074,0,11.11111111
727885.9257,3005761.971,0,7.692307692
727876.6224,3005759.018,0,12.5
727867.3378,3005756.07,0,100
727857.9611,3005753.065,0,16.66666667
727848.6278,3005750.015,0,100
727839.2137,3005746.938,0,9.090909091
727829.8641,3005743.808,0,6.25
727820.4626,3005740.369,0,12.5
727811.0463,3005736.922,0,11.11111111
727801.6929,3005733.567,0,4.166666667
727792.158,3005730.531,0,3.448275862
727782.7002,3005727.569,0,4
727773.2051,3005724.582,0,6.25
727763.7768,3005721.464,0,20
727754.4085,3005718.326,0,33.33333333
727744.9218,3005715.149,0,20
727735.4837,3005711.92,0,50
727725.9475,3005708.63,0,50
727716.437,3005705.348,0,100
727707.0744,3005702.163,0,33.33333333
727697.6925,3005699.007,0,20
727688.4081,3005695.884,0,50
727678.9984,3005692.669,0,33.33333333
727669.5348,3005689.372,0,33.33333333
727660.1065,3005686.089,0,100
727650.6656,3005682.739,0,33.33333333
727641.3799,3005679.31,0,11.11111111
727631.9789,3005675.838,0,6.25
727622.6126,3005672.416,0,6.666666667
727613.2133,3005669.125,0,25
727603.7627,3005665.816,0,7.142857143
727594.4255,3005662.543,0,4.545454545
727585.0531,3005659.241,0,10
727575.7093,3005655.949,0,6.25
727566.2582,3005652.716,0,2.941176471
727556.7024,3005650.012,0,4
727547.0968,3005647.369,0,33.33333333
727537.2935,3005644.636,0,14.28571429
727527.9337,3005641.84,0,33.33333333
727518.4056,3005638.969,0,5
727508.9118,3005635.961,0,3.846153846
727499.6796,3005632.471,0,5.555555556
727490.363,3005628.936,0,33.33333333
727481.1671,3005625.472,0,11.11111111
727471.9319,3005622.035,0,6.25
727462.747,3005618.617,0,7.692307692
727453.5839,3005615.2,0,16.66666667
727444.3816,3005611.76,0,100
727435.3092,3005608.37,0,100
727425.9982,3005604.904,0,100
727416.7256,3005601.458,0,14.28571429
727407.4922,3005598.031,0,6.25
727398.2053,3005594.713,0,5.555555556
727389.0063,3005591.469,0,14.28571429
727379.7106,3005588.194,0,7.692307692
727370.4195,3005584.941,0,3.448275862
727361.1155,3005581.69,0,2.941176471
727351.8195,3005578.434,0,3.448275862
727342.4465,3005575.054,0,6.25
727332.937,3005571.595,0,25
727323.5478,3005568.178,0,33.33333333
727314.1516,3005564.706,0,33.33333333
727304.8098,3005561.239,0,100
727295.54,3005557.797,0,100
727286.1433,3005554.298,0,33.33333333
727276.8461,3005550.833,0,9.090909091
727267.4878,3005547.35,0,5.263157895
727258.0912,3005544.282,0,4.347826087
727248.7094,3005541.374,0,5.555555556
727239.2153,3005538.43,0,20
727229.9105,3005535.164,0,14.28571429
727220.4912,3005531.707,0,10
